Date: 20-22 FEB 2001
Tropical Storm OMA
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -23.00 -162.00 02/20/20Z   30     - TROPICAL DEPRESSION
  2 -24.10 -160.00 02/21/06Z   50     - TROPICAL STORM
  3 -27.60 -156.00 02/21/18Z   45     - TROPICAL STORM
  4 -32.60 -150.20 02/22/06Z   45     - TROPICAL STORM
