Date: 27-30 JAN 2010
Tropical Storm NISHA
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -15.10 -169.70 01/27/12Z   35     - TROPICAL STORM
  2 -17.50 -167.70 01/28/00Z   45     - TROPICAL STORM
  3 -19.20 -164.90 01/28/12Z   50     - TROPICAL STORM
  4 -20.40 -163.80 01/29/00Z   45     - TROPICAL STORM
  5 -19.80 -162.10 01/29/12Z   35     - TROPICAL STORM
  6 -18.50 -162.20 01/30/00Z   35     - TROPICAL STORM
