Date: 04-06 APR 2007
Tropical Storm CLIFF
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -16.80 -179.50 04/04/06Z   35     - TROPICAL STORM
  2 -19.00 -178.30 04/04/18Z   40     - TROPICAL STORM
  3 -21.10 -177.30 04/05/06Z   50     - TROPICAL STORM
  4 -23.50 -175.00 04/05/18Z   55     - TROPICAL STORM
  5 -26.00 -171.80 04/06/06Z   40     - TROPICAL STORM
