Date: 24-26 JAN 2007
Cyclone ARTHUR
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -14.80 -165.60 01/24/12Z   45     - TROPICAL STORM
  2 -15.70 -160.70 01/25/00Z   65     - CYCLONE-1
  3 -17.10 -156.60 01/25/12Z   60     - TROPICAL STORM
  4 -19.60 -153.80 01/26/00Z   35     - TROPICAL STORM
  5 -23.60 -149.70 01/26/18Z   55     - TROPICAL STORM
