Date: 04-05 DEC 2002
Tropical Storm YOLANDE
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -20.00 -174.50 12/04/18Z   40     - TROPICAL STORM
  2 -21.20 -172.90 12/05/06Z   35     - TROPICAL STORM
