Date: 03-04 JAN 2002
Tropical Storm BERNIE
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -14.30  138.90 01/03/06Z   30     - TROPICAL DEPRESSION
  2 -15.30  138.70 01/03/18Z   45     - TROPICAL STORM
  3 -16.20  139.00 01/04/06Z   40     - TROPICAL STORM
  4 -17.10  138.00 01/04/18Z   25     - TROPICAL DEPRESSION
