Date: 25-28 MAY 2002
Tropical Storm UPIA
ADV  LAT    LON      TIME     WIND  PR  STAT
  1  -8.20  153.50 05/25/12Z   35     - TROPICAL STORM
  2  -8.60  153.40 05/25/18Z   35     - TROPICAL STORM
  4  -9.10  153.80 05/26/06Z   35     - TROPICAL STORM
  5  -9.50  153.80 05/26/12Z   35     - TROPICAL STORM
  8  -8.80  153.90 05/27/06Z   35     - TROPICAL STORM
 10  -8.70  153.80 05/27/18Z   35     - TROPICAL STORM
 12  -9.80  154.30 05/28/06Z   30     - TROPICAL DEPRESSION
