Date: 24-26 FEB 2002
Tropical Storm 16P
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -20.60  175.00 02/24/12Z   30     - TROPICAL DEPRESSION
  2 -22.20  175.90 02/25/00Z   35     - TROPICAL STORM
  4 -23.20  176.90 02/26/00Z   30     - TROPICAL DEPRESSION
