Date: 10-11 MAR 2000
Tropical Storm MONA
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -24.30 -173.30 03/10/06Z   35     - TROPICAL STORM
  7 -27.30 -171.40 03/10/18Z   45     - TROPICAL STORM
  8 -30.70 -171.60 03/11/06Z   40     - TROPICAL STORM
