Date: 08-10 JAN 2000
Cyclone IRIS
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -16.30  165.50 01/07/18Z   40     - TROPICAL STORM
  2 -16.60  166.50 01/08/06Z   65     - CYCLONE-1
  3 -17.00  168.20 01/08/18Z   65     - CYCLONE-1
  4 -17.70  170.80 01/09/06Z   65     - CYCLONE-1
  5 -18.60  174.30 01/09/18Z   45     - TROPICAL STORM
  6 -19.00  177.40 01/10/06Z   35     - TROPICAL STORM
  7 -20.00 -179.80 01/10/18Z   25     - TROPICAL DEPRESSION
