Date: 24-27 JAN 2000
Cyclone JO
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -17.50  173.10 01/24/00Z   40     - TROPICAL STORM
  2 -19.50  173.50 01/24/12Z   45     - TROPICAL STORM
  3 -20.30  174.60 01/25/00Z   50     - TROPICAL STORM
  5 -23.00  176.90 01/26/00Z   65     - CYCLONE-1
  6 -25.40  179.10 01/26/12Z   65     - CYCLONE-1
  7 -27.60 -178.40 01/27/00Z   60     - TROPICAL STORM
