Date: 10-11 JAN 2008
Tropical Storm ELISA
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -21.50 -175.80 01/10/00Z   35     - TROPICAL STORM
  2 -22.20 -175.60 01/10/06Z   45     - TROPICAL STORM
  3 -23.60 -174.30 01/10/18Z   45     - TROPICAL STORM
  4 -24.20 -172.40 01/11/06Z   35     - TROPICAL STORM
