Date: 16-19 FEB 2015
Cyclone-2 LAM
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -11.30  139.60 02/16/18Z   35     - TROPICAL STORM
  2 -11.40  138.70 02/17/06Z   55     - TROPICAL STORM
  3 -11.30  137.80 02/17/18Z   60     - TROPICAL STORM
  4 -11.10  136.60 02/18/06Z   65     - CYCLONE-1
  5 -11.20  136.10 02/18/18Z   75     - CYCLONE-1
  6 -11.70  135.70 02/19/06Z   80     - CYCLONE-1
 6A -11.70  135.70 02/19/06Z   90     - CYCLONE-2
