Date: 05-06 APR 2017
Tropical Storm FOURTEEN
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -20.10 -171.10 04/05/12Z   35     - TROPICAL STORM
  2 -20.40 -170.40 04/06/00Z   35     - TROPICAL STORM
  3 -20.80 -169.80 04/06/12Z   30     - TROPICAL DEPRESSION
