Date: 22-22 FEB 2017
Tropical Storm EIGHT
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -21.20 -172.80 02/22/00Z   40     - TROPICAL STORM
  2 -24.70 -166.90 02/22/12Z   35     - TROPICAL STORM
  3 -26.60 -163.70 02/22/18Z   35     - TROPICAL STORM
