Date: 22-24 FEB 2006
Tropical Storm KATE
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -10.80  144.90 02/22/18Z   45     - TROPICAL STORM
  2 -11.40  146.50 02/23/06Z   50     - TROPICAL STORM
  3 -11.70  147.60 02/23/18Z   45     - TROPICAL STORM
  4 -11.30  146.10 02/24/06Z   20     - TROPICAL DEPRESSION
