Date: 04-05 FEB 2014
Tropical Storm EDNA
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -17.20  161.50 02/04/12Z   35     - TROPICAL STORM
  2 -20.40  163.40 02/05/00Z   50     - TROPICAL STORM
  3 -22.10  164.50 02/05/06Z   50     - TROPICAL STORM
  4 -26.50  165.90 02/05/18Z   35     - TROPICAL STORM
