Date: 29-31 JAN 2014
Tropical Storm DYLAN
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -15.70  151.00 01/29/00Z   35     - TROPICAL STORM
  2 -16.90  150.10 01/29/12Z   35     - TROPICAL STORM
  3 -17.60  148.50 01/30/00Z   45     - TROPICAL STORM
  4 -18.80  148.20 01/30/12Z   55     - TROPICAL STORM
  5 -21.30  147.90 01/31/00Z   40     - TROPICAL STORM
